Gene A	Input Protein ID A	Primary Protein ID A	Uniprot-Ac A	Interface Number A	Gene B	Input Protein ID B	Primary Protein ID B	Uniprot-Ac B	Interface Number B	Structure Recommendation	Interaction Score
-	SLC30A2	SLC30A2	-	-	-	BTC_1_frame1	BTC_1_frame1	-	-	Q8IYR6_S0__Q9BRI3_S0__AF:B:A	2.2308
-	PTPRN	PTPRN	-	-	-	STK25_1_frame1	STK25_1_frame1	-	-	P28482_S0__P35236_S0__AFMM1:B:A	34.7164
-	PTPRN	PTPRN	-	-	-	CDK5_1_frame1	CDK5_1_frame1	-	-	P28482_S0__P35236_S0__AFMM1:B:A	33.0011
-	PTPRN	PTPRN	-	-	-	MAPK7	MAPK7	-	-	P28482_S0__P35236_S0__AFMM1:B:A	32.4197
-	PTPRN	PTPRN	-	-	-	CDK20_1_frame1	CDK20_1_frame1	-	-	P27361_S0__P35236_S0__AFMM1:B:A	25.4907
-	PTPRN	PTPRN	-	-	-	CAMK2D	CAMK2D	-	-	P28482_S0__P35236_S0__AFMM1:B:A	33.5857
-	KIFC3	KIFC3	-	-	-	KIFC3	KIFC3	-	-	O15066_S0__Q9Y496_S0__AFMM1:B:A	199.055
-	KIFC3	KIFC3	-	-	-	KIF9	KIF9	-	-	O14782_S0__O15066_S0__AFMM1:B:A	135.295
-	KIFC3	KIFC3	-	-	-	PPP1R12B_1_frame1	PPP1R12B_1_frame1	-	-	9YMG_AU:F:C	0.0
-	KIFC3	KIFC3	-	-	-	EHMT2	EHMT2	-	-	9YMG_AU:F:C	0.0
-	KIFC3	KIFC3	-	-	-	KIFAP3	KIFAP3	-	-	O15066_S0__Q92845_S0__AFMM5:A:B	175.753
-	IKZF3	IKZF3	-	-	-	ZNF688_4_frame1	ZNF688_4_frame1	-	-	Q969J2_S0__Q9BRR0_S0__AFMM3:B:A	108.184
-	IKZF3	IKZF3	-	-	-	ZBTB1	ZBTB1	-	-	P41182_S0__Q13105_S0__AFMM3:A:B	144.502
-	IKZF3	IKZF3	-	-	-	SLC25A10_2_frame1	SLC25A10_2_frame1	-	-	P05141_S0__Q13422_S0__AF:B:A	38.8426
-	IKZF3	IKZF3	-	-	-	SLC25A10_1_frame1	SLC25A10_1_frame1	-	-	P05141_S0__Q13422_S0__AF:B:A	38.8426
-	IKZF3	IKZF3	-	-	-	SLC25A10_3_frame1	SLC25A10_3_frame1	-	-	P05141_S0__Q13422_S0__AF:B:A	36.9887
-	AKT1_1_frame1	AKT1_1_frame1	-	-	-	PLK4	PLK4	-	-	2JAM_AU:A:B	161.161
-	AKT1_1_frame1	AKT1_1_frame1	-	-	-	CDK5_2_frame1	CDK5_2_frame1	-	-	P27361_S0__Q9BUB5_S0__AFMM2:B:A	49.4275
-	AKT1_1_frame1	AKT1_1_frame1	-	-	-	PRKAR2B	PRKAR2B	-	-	6BYR:A:B	96.9286
-	AKT1_1_frame1	AKT1_1_frame1	-	-	-	CDK20_1_frame1	CDK20_1_frame1	-	-	O75582_S0__P27361_S0__AFMM3:A:B	59.0891
-	AKT1_1_frame1	AKT1_1_frame1	-	-	-	MAPK7	MAPK7	-	-	6QAV:B:A	139.323
-	PTK2	PTK2	-	-	-	KCNIP4	KCNIP4	-	-	P80192_S0__P84074_S0__AFMM3:A:B	52.1993
-	PTK2	PTK2	-	-	-	WWP2	WWP2	-	-	P46934_S0__Q15303_S2__AFMM1:B:A	42.1145
-	PTK2	PTK2	-	-	-	LAMB3_1_frame1	LAMB3_1_frame1	-	-	P46531_S2__Q15375_S2__AFMM5:B:A	16.6111
-	PTK2	PTK2	-	-	-	JMJD5_3_frame1	JMJD5_3_frame1	-	-	P04626_S2__Q9H9V9_S0__AF2:A:B	17.2059
-	PTK2	PTK2	-	-	-	AP3B1_2_frame1	AP3B1_2_frame1	-	-	P04626_S2__Q13367_S1__AFMM1:A:B	49.2756
-	LCK_2_frame1	LCK_2_frame1	-	-	-	EFS	EFS	-	-	8DGO:B:A	115.164
-	LCK_2_frame1	LCK_2_frame1	-	-	-	ARHGAP26_1_frame1	ARHGAP26_1_frame1	-	-	8DGO:A:B	61.1772
-	LCK_2_frame1	LCK_2_frame1	-	-	-	ABI2	ABI2	-	-	8DGO:A:B	61.1772
-	LCK_2_frame1	LCK_2_frame1	-	-	-	NCF2_3_frame1	NCF2_3_frame1	-	-	Q7Z6J0_S0__Q8TEC5_S0__AFMM1:B:A	34.927
-	LCK_2_frame1	LCK_2_frame1	-	-	-	PRMT2_1_frame1	PRMT2_1_frame1	-	-	9GHK:A:B	12.3933
-	ACTN4_4_frame3	ACTN4_4_frame3	-	-	-	PPP3R1	PPP3R1	-	-	6U39_AU:O:M	54.1253
-	ACTN4_4_frame3	ACTN4_4_frame3	-	-	-	LCK_2_frame1	LCK_2_frame1	-	-	O43707_S2__P00533_S2__AFMM1:A:B	17.5156
-	ACTN4_4_frame3	ACTN4_4_frame3	-	-	-	LCK_1_frame1	LCK_1_frame1	-	-	O43707_S2__P00533_S2__AFMM1:A:B	17.5156
-	ACTN4_4_frame3	ACTN4_4_frame3	-	-	-	LCK_3_frame1	LCK_3_frame1	-	-	O43707_S2__P00533_S2__AFMM1:A:B	17.3088
-	ACTN4_4_frame3	ACTN4_4_frame3	-	-	-	LDB3_2_frame1	LDB3_2_frame1	-	-	O00151_S0__P12814_S2__AFMM1:B:A	46.3525
-	ABCF3_1_frame1	ABCF3_1_frame1	-	-	-	ABCF3_1_frame1	ABCF3_1_frame1	-	-	3FVQ:B:A	186.121
-	ABCF3_1_frame1	ABCF3_1_frame1	-	-	-	ABCF3_2_frame1	ABCF3_2_frame1	-	-	5ZXD_AU:B:A	26.3038
-	MXI1_1_frame1	MXI1_1_frame1	-	-	-	MXI1_1_frame1	MXI1_1_frame1	-	-	P50539_S0__Q9BW11_S0__AFMM2:A:B	70.4056
-	MXI1_1_frame1	MXI1_1_frame1	-	-	-	BHLHE40	BHLHE40	-	-	Q05195_S0__Q9NQ87_S0__AFMM5:A:B	31.267
-	MXI1_1_frame1	MXI1_1_frame1	-	-	-	AKT1_1_frame1	AKT1_1_frame1	-	-	P23443_S0__P50539_S0__AFMM1:B:A	58.1289
-	MXI1_1_frame1	MXI1_1_frame1	-	-	-	CDK5_2_frame1	CDK5_2_frame1	-	-	P23443_S0__P50539_S0__AFMM1:B:A	73.3585
-	MXI1_1_frame1	MXI1_1_frame1	-	-	-	TCF12	TCF12	-	-	P15884_S0__Q05195_S0__AFMM3:B:A	25.5942
-	FOXM1_ORF1	FOXM1_ORF1	-	-	-	RXRB_2_frame1	RXRB_2_frame1	-	-	P03372_S0__Q12778_S0__AFMM5:B:A	34.7144
-	FOXM1_ORF1	FOXM1_ORF1	-	-	-	RXRB_4_frame2	RXRB_4_frame2	-	-	P03372_S0__Q12778_S0__AFMM5:B:A	38.1864
-	FOXM1_ORF1	FOXM1_ORF1	-	-	-	EHMT2	EHMT2	-	-	O75593_S0__Q96KQ7_S1__AF1:A:B	3.6519
-	TCF12	TCF12	-	-	-	TCF12	TCF12	-	-	6OD3_AU:H:F	8.7485
-	TCF12	TCF12	-	-	-	MXI1_1_frame1	MXI1_1_frame1	-	-	P15884_S0__Q05195_S0__AFMM3:A:B	25.5942
-	TCF12	TCF12	-	-	-	BHLHE40	BHLHE40	-	-	P15923_S0__Q9HCC6_S0__AFMM1:A:B	19.0441
-	UPP2_3_frame1	UPP2_3_frame1	-	-	-	UPP2_3_frame1	UPP2_3_frame1	-	-	4TXM:B:A	181.457
-	UPP2_3_frame1	UPP2_3_frame1	-	-	-	UPP2_2_frame1	UPP2_2_frame1	-	-	4R31:A:D	116.734
-	UPP2_3_frame1	UPP2_3_frame1	-	-	-	UPP2	UPP2	-	-	4R31:A:D	116.734
-	UPP2_3_frame1	UPP2_3_frame1	-	-	-	UPP2_1_frame1	UPP2_1_frame1	-	-	4R31:A:D	116.734
-	UPP2_3_frame1	UPP2_3_frame1	-	-	-	UPP2_4_frame1	UPP2_4_frame1	-	-	2XRF_AU:B:C	36.279
-	MVK_1_frame1	MVK_1_frame1	-	-	-	MVK_1_frame1	MVK_1_frame1	-	-	4HAC:B:A	68.2897
-	MVK_1_frame1	MVK_1_frame1	-	-	-	MVK_2_frame1	MVK_2_frame1	-	-	4HAC:B:A	73.1428
-	MVK_1_frame1	MVK_1_frame1	-	-	-	MVK	MVK	-	-	4HAC:B:A	68.2897
-	EFS	EFS	-	-	-	ARHGAP26_2_frame1	ARHGAP26_2_frame1	-	-	A1A4S6_S0__Q9UNA1_S0__AFMM4:A:B	262.064
-	SDCCAG3	SDCCAG3	-	-	-	HOOK2	HOOK2	-	-	Q96C92_S0__Q9UJC3_S0__AFMM3:A:B	20.3758
-	MID2	MID2	-	-	-	TRIM27_ORF1	TRIM27_ORF1	-	-	5OLM:A:B	119.344
-	MID2	MID2	-	-	-	MID2	MID2	-	-	O15344_S0__Q9UJV3_S0__AFMM3:B:A	241.652
-	MID2	MID2	-	-	-	TRIM17	TRIM17	-	-	5OLM:A:B	119.344
-	MID2	MID2	-	-	-	TRIM27_ORF2	TRIM27_ORF2	-	-	5OLM:A:B	119.344
-	MID2	MID2	-	-	-	TRIM2	TRIM2	-	-	8AMS:D:C	39.3344
-	FHL3	FHL3	-	-	-	AKT1_1_frame1	AKT1_1_frame1	-	-	O15530_S0__O43900_S0__AF:B:A	23.0528
-	FHL3	FHL3	-	-	-	CDX4	CDX4	-	-	Q00444_S0__Q969G2_S0__AF:B:A	0.4162
-	FHL3	FHL3	-	-	-	MEOX1	MEOX1	-	-	Q00444_S0__Q969G2_S0__AF:B:A	0.4162
-	FHL3	FHL3	-	-	-	DLX3	DLX3	-	-	Q00444_S0__Q969G2_S0__AF:B:A	0.4162
-	FHL3	FHL3	-	-	-	MEOX2	MEOX2	-	-	Q00444_S0__Q969G2_S0__AF:B:A	0.4162
-	UPP2_4_frame1	UPP2_4_frame1	-	-	-	UPP2_3_frame1	UPP2_3_frame1	-	-	2XRF_AU:C:B	32.0284
-	UPP2_4_frame1	UPP2_4_frame1	-	-	-	UPP2_2_frame1	UPP2_2_frame1	-	-	2XRF_AU:C:B	32.0465
-	UPP2_4_frame1	UPP2_4_frame1	-	-	-	UPP2	UPP2	-	-	2XRF_AU:C:B	32.0465
-	UPP2_4_frame1	UPP2_4_frame1	-	-	-	UPP2_1_frame1	UPP2_1_frame1	-	-	2XRF_AU:C:B	32.0465
-	PRTFDC1	PRTFDC1	-	-	-	PRTFDC1	PRTFDC1	-	-	1QK3:A:B	99.6073
-	PRTFDC1	PRTFDC1	-	-	-	LCK_1_frame1	LCK_1_frame1	-	-	P00492_S0__P21860_S2__AFMM5:A:B	15.8153
-	PRTFDC1	PRTFDC1	-	-	-	STK25_3_frame1	STK25_3_frame1	-	-	P00492_S0__P21860_S2__AFMM5:A:B	15.763
-	EFHA1_1_frame1	EFHA1_1_frame1	-	-	-	EFHA1_1_frame1	EFHA1_1_frame1	-	-	6AGI:A:B	54.5514
-	S100B_2_frame1	S100B_2_frame1	-	-	-	S100B	S100B	-	-	5CSN:A:B	72.6657
-	MAGEA6	MAGEA6	-	-	-	MAGEA6	MAGEA6	-	-	6WJH_AU:C:A	29.1534
-	MAGEA6	MAGEA6	-	-	-	MAGEA11	MAGEA11	-	-	6WJH_AU:A:C	10.0745
-	MAGEA6	MAGEA6	-	-	-	MAGEA12	MAGEA12	-	-	6WJH_AU:C:A	29.1534
-	MAGEA6	MAGEA6	-	-	-	MAGED1	MAGED1	-	-	6WJH_AU:A:C	10.0745
-	MAGEA6	MAGEA6	-	-	-	NDN_5_frame1	NDN_5_frame1	-	-	6WJH_AU:D:B	26.764
-	GNMT_3_frame1	GNMT_3_frame1	-	-	-	GNMT_3_frame1	GNMT_3_frame1	-	-	3THS:B:A	129.198
-	GNMT_3_frame1	GNMT_3_frame1	-	-	-	GNMT_1_frame1	GNMT_1_frame1	-	-	3THS:B:A	126.166
-	GNMT_3_frame1	GNMT_3_frame1	-	-	-	GNMT	GNMT	-	-	3THS:B:A	126.166
-	GNMT_3_frame1	GNMT_3_frame1	-	-	-	GNMT_4_frame1	GNMT_4_frame1	-	-	3THS:B:A	101.617
-	GOLGA2_ORF2	GOLGA2_ORF2	-	-	-	DES	DES	-	-	O95678_S0__Q08379_S0__AFMM3:B:A	159.653
-	GOLGA2_ORF2	GOLGA2_ORF2	-	-	-	KRT6A_1_frame1	KRT6A_1_frame1	-	-	O95678_S0__Q08379_S0__AFMM3:B:A	159.653
-	HSPA8	HSPA8	-	-	-	BAG1_1_frame1	BAG1_1_frame1	-	-	5AQS_AU:A:B	25.132
-	HSPA8	HSPA8	-	-	-	HSPA8	HSPA8	-	-	7KO2_AU:B:D	101.367
-	HSPA8	HSPA8	-	-	-	DYX1C1_2_frame1	DYX1C1_2_frame1	-	-	7KW7:C:E	69.1897
-	HSPA8	HSPA8	-	-	-	STUB1	STUB1	-	-	4KBQ:C:A	28.2182
-	HSPA8	HSPA8	-	-	-	MDM4	MDM4	-	-	P34932_S0__Q00987_S0__AF:A:B	6.9425
-	SRSF10_1_frame1	SRSF10_1_frame1	-	-	-	AKT1_1_frame1	AKT1_1_frame1	-	-	Q13595_S0__Q16513_S2__AF4:A:B	41.5008
-	SRSF10_1_frame1	SRSF10_1_frame1	-	-	-	TP53BP2	TP53BP2	-	-	O43251_S0__Q9BZL4_S0__AFMM2:A:B	10.3429
-	SRSF10_1_frame1	SRSF10_1_frame1	-	-	-	ANKRD50_2_frame1	ANKRD50_2_frame1	-	-	O43251_S0__Q9BZL4_S0__AFMM2:A:B	7.649
-	SRSF10_1_frame1	SRSF10_1_frame1	-	-	-	PPP1R12B_2_frame1	PPP1R12B_2_frame1	-	-	O43251_S0__Q9BZL4_S0__AFMM2:A:B	6.0872
-	SRSF10_1_frame1	SRSF10_1_frame1	-	-	-	PPP1R12B_1_frame1	PPP1R12B_1_frame1	-	-	O43251_S0__Q9BZL4_S0__AFMM2:A:B	24.0153
-	UPP2_2_frame1	UPP2_2_frame1	-	-	-	UPP2_4_frame1	UPP2_4_frame1	-	-	2XRF_AU:B:C	39.4356
-	UPP2_2_frame1	UPP2_2_frame1	-	-	-	UPP2_3_frame1	UPP2_3_frame1	-	-	2XRF_AU:B:C	177.753
-	UPP2_2_frame1	UPP2_2_frame1	-	-	-	UPP2_2_frame1	UPP2_2_frame1	-	-	2XRF_AU:C:B	171.168
-	UPP2_2_frame1	UPP2_2_frame1	-	-	-	UPP2	UPP2	-	-	2XRF_AU:C:B	171.168
-	UPP2_2_frame1	UPP2_2_frame1	-	-	-	UPP2_1_frame1	UPP2_1_frame1	-	-	2XRF_AU:C:B	171.168
-	IRAK4_1_frame1	IRAK4_1_frame1	-	-	-	MAPK7	MAPK7	-	-	3DAK:D:A	88.7938
-	IRAK4_1_frame1	IRAK4_1_frame1	-	-	-	PPFIBP2	PPFIBP2	-	-	3TAC:A:B	41.9138
-	IRAK4_1_frame1	IRAK4_1_frame1	-	-	-	PPP3R1	PPP3R1	-	-	2WEL:A:D	72.0277
-	IRAK4_1_frame1	IRAK4_1_frame1	-	-	-	ACTN4_1_frame1	ACTN4_1_frame1	-	-	7B55:B:A	20.3513
-	IRAK4_1_frame1	IRAK4_1_frame1	-	-	-	ACTN4_4_frame3	ACTN4_4_frame3	-	-	7B55:B:A	20.3513
-	CDK20_4_frame1	CDK20_4_frame1	-	-	-	CCND2	CCND2	-	-	7SJ3:A:B	110.663
-	CDK20_4_frame1	CDK20_4_frame1	-	-	-	ANKRD50_1_frame1	ANKRD50_1_frame1	-	-	P11802_S0__P42772_S0__AFMM3:A:B	57.5982
-	CDK20_4_frame1	CDK20_4_frame1	-	-	-	LCK_3_frame1	LCK_3_frame1	-	-	P04626_S2__Q15303_S2__AFMM3:A:B	63.2911
-	CDK20_4_frame1	CDK20_4_frame1	-	-	-	EHMT2	EHMT2	-	-	6F5E:B:A	38.498
-	CDK20_4_frame1	CDK20_4_frame1	-	-	-	TP53BP2	TP53BP2	-	-	5LW1:B:A	25.4958
-	CCND2	CCND2	-	-	-	CDK20_1_frame1	CDK20_1_frame1	-	-	7SJ3:B:A	95.2957
-	CCND2	CCND2	-	-	-	CAMK2D	CAMK2D	-	-	7SJ3:B:A	97.8796
-	CCND2	CCND2	-	-	-	CDK5_2_frame1	CDK5_2_frame1	-	-	7SJ3:B:A	94.6293
-	CCND2	CCND2	-	-	-	AKT1_1_frame1	AKT1_1_frame1	-	-	6P8G:A:B	45.6704
-	CCND2	CCND2	-	-	-	LCK_1_frame1	LCK_1_frame1	-	-	6P8F:A:B	35.2013
-	PUF60_ORF2	PUF60_ORF2	-	-	-	PUF60_ORF2	PUF60_ORF2	-	-	7Q8A_AU:B:A	25.8793
-	PUF60_ORF2	PUF60_ORF2	-	-	-	PUF60_ORF1	PUF60_ORF1	-	-	7Q8A_AU:B:A	25.8793
-	PUF60_ORF2	PUF60_ORF2	-	-	-	PUF60_ORF3	PUF60_ORF3	-	-	7Q8A_AU:A:B	31.5966
-	PUF60_ORF2	PUF60_ORF2	-	-	-	DDX39B	DDX39B	-	-	2J0S:D:A	7.4322
-	PUF60_ORF2	PUF60_ORF2	-	-	-	DDX39A	DDX39A	-	-	2J0S:D:A	7.4322
-	BCL2L1_2_frame1	BCL2L1_2_frame1	-	-	-	BCL2L1_2_frame1	BCL2L1_2_frame1	-	-	6UVC:B:A	104.804
-	BCL2L1_2_frame1	BCL2L1_2_frame1	-	-	-	BCL2L1_3_frame1	BCL2L1_3_frame1	-	-	6UVC:B:A	102.508
-	BCL2L1_2_frame1	BCL2L1_2_frame1	-	-	-	BCL2L1_1_frame1	BCL2L1_1_frame1	-	-	6UVC:B:A	104.804
-	BCL2L1_2_frame1	BCL2L1_2_frame1	-	-	-	TP53	TP53	-	-	2MEJ:A:B	56.2186
-	BCL2L1_2_frame1	BCL2L1_2_frame1	-	-	-	BAD	BAD	-	-	Q07817_S0__Q92934_S0__AF1:A:B	24.4306
-	ZCWPW1_6_frame1	ZCWPW1_6_frame1	-	-	-	ZCWPW1_6_frame1	ZCWPW1_6_frame1	-	-	5VC8:A:B	6.4597
-	ZCWPW1_6_frame1	ZCWPW1_6_frame1	-	-	-	ZCWPW1_2_frame1	ZCWPW1_2_frame1	-	-	7VLN_AU:C:B	5.1987
-	ZCWPW1_6_frame1	ZCWPW1_6_frame1	-	-	-	ZCWPW1_1_frame1	ZCWPW1_1_frame1	-	-	7VLN_AU:C:B	5.1987
-	ZCWPW1_6_frame1	ZCWPW1_6_frame1	-	-	-	ZCWPW1_4_frame1	ZCWPW1_4_frame1	-	-	7VLN_AU:C:B	5.1987
-	ZCWPW1_6_frame1	ZCWPW1_6_frame1	-	-	-	ZCWPW1_5_frame1	ZCWPW1_5_frame1	-	-	7VLN_AU:C:B	5.1987
-	ACY3	ACY3	-	-	-	ACY3	ACY3	-	-	4MRI:B:A	86.8874
-	CXCR3_1_frame1	CXCR3_1_frame1	-	-	-	CXCR3_1_frame1	CXCR3_1_frame1	-	-	3ZEV_AU:A:B	64.5003
-	CXCR3_1_frame1	CXCR3_1_frame1	-	-	-	CXCR3_2_frame1	CXCR3_2_frame1	-	-	3PBL_AU:A:B	51.3201
-	CXCR3_1_frame1	CXCR3_1_frame1	-	-	-	ARRB1	ARRB1	-	-	9E82:R:A	57.3545
-	CXCR3_1_frame1	CXCR3_1_frame1	-	-	-	TRIM23	TRIM23	-	-	7L0P:C:A	45.8037
-	CXCR3_1_frame1	CXCR3_1_frame1	-	-	-	SDC3_1_frame1	SDC3_1_frame1	-	-	P31431_S0__P61073_S0__AF:B:A	6.753
-	STUB1	STUB1	-	-	-	STK25_2_frame2	STK25_2_frame2	-	-	Q9UNE7_S0__Q9Y2U5_S0__AFMM1:A:B	33.8963
-	STUB1	STUB1	-	-	-	STK25_1_frame1	STK25_1_frame1	-	-	Q9UNE7_S0__Q9Y2U5_S0__AFMM1:A:B	34.6219
-	STUB1	STUB1	-	-	-	STK25_3_frame1	STK25_3_frame1	-	-	Q9UNE7_S0__Q9Y2U5_S0__AFMM1:A:B	31.8247
-	STUB1	STUB1	-	-	-	LCK_3_frame1	LCK_3_frame1	-	-	8GAE:E:D	0.1386
-	SMUG1_1_frame1	SMUG1_1_frame1	-	-	-	SMUG1_2_frame1	SMUG1_2_frame1	-	-	5H93_AU:D:A	38.5146
-	SMUG1_1_frame1	SMUG1_1_frame1	-	-	-	SMUG1_1_frame1	SMUG1_1_frame1	-	-	5H93_AU:D:A	38.5146
-	POGZ	POGZ	-	-	-	IKZF3	IKZF3	-	-	Q2QGD7_S0__Q7Z3K3_S2__AFMM3:B:A	61.1054
-	POGZ	POGZ	-	-	-	ZBTB7B	ZBTB7B	-	-	Q2QGD7_S0__Q7Z3K3_S2__AFMM3:B:A	53.2904
-	POGZ	POGZ	-	-	-	ZNF471	ZNF471	-	-	Q2QGD7_S0__Q7Z3K3_S2__AFMM3:B:A	52.1924
-	POGZ	POGZ	-	-	-	ZNF688_1_frame1	ZNF688_1_frame1	-	-	Q2QGD7_S0__Q7Z3K3_S1__AFMM3:B:A	28.0821
-	ARHGEF15_2_frame1	ARHGEF15_2_frame1	-	-	-	ARHGEF15_2_frame1	ARHGEF15_2_frame1	-	-	7CSR_AU:B:C	2.8233
-	ARHGEF15_2_frame1	ARHGEF15_2_frame1	-	-	-	ARHGEF15_1_frame1	ARHGEF15_1_frame1	-	-	7CSR_AU:B:C	2.8233
-	TP53	TP53	-	-	-	PPP1R12B_2_frame1	PPP1R12B_2_frame1	-	-	7Z71:A:B	78.9867
-	TP53	TP53	-	-	-	PPP1R12B_1_frame1	PPP1R12B_1_frame1	-	-	7Z7E:A:B	67.2917
-	TP53	TP53	-	-	-	PRMT2_2_frame1	PRMT2_2_frame1	-	-	6RZ3:A:B	5.8008
-	TP53	TP53	-	-	-	TP53	TP53	-	-	O15350_S0__Q9H3D4_S0__AFMM4:B:A	87.6828
-	TP53	TP53	-	-	-	ANKRD50_2_frame1	ANKRD50_2_frame1	-	-	7Z71:A:B	81.7235
-	RBM5_2_frame1	RBM5_2_frame1	-	-	-	CAMK2D	CAMK2D	-	-	P52756_S0__Q13523_S0__AFMM2:A:B	6.9596
-	RBM5_2_frame1	RBM5_2_frame1	-	-	-	STK25_3_frame1	STK25_3_frame1	-	-	P52756_S0__Q13523_S0__AFMM2:A:B	3.8272
-	RBM5_2_frame1	RBM5_2_frame1	-	-	-	CDK5_2_frame1	CDK5_2_frame1	-	-	P52756_S0__Q13523_S0__AFMM2:A:B	0.295
-	RBM5_2_frame1	RBM5_2_frame1	-	-	-	RBM39	RBM39	-	-	P52756_S0__Q14498_S0__AFMM4:A:B	19.5444
-	USHBP1	USHBP1	-	-	-	CDK20_3_frame1	CDK20_3_frame1	-	-	P00540_S0__Q8N6Y0_S0__AF:B:A	5.893
-	USHBP1	USHBP1	-	-	-	IRAK4_1_frame1	IRAK4_1_frame1	-	-	P00540_S0__Q8N6Y0_S0__AF:B:A	1.6835
-	USHBP1	USHBP1	-	-	-	CDK20_1_frame1	CDK20_1_frame1	-	-	P00540_S0__Q8N6Y0_S0__AF:B:A	5.893
-	PSTPIP2_3_frame1	PSTPIP2_3_frame1	-	-	-	PSTPIP1	PSTPIP1	-	-	7AAM:A:B	329.885
-	PSTPIP2_3_frame1	PSTPIP2_3_frame1	-	-	-	PSTPIP2_3_frame1	PSTPIP2_3_frame1	-	-	7AAN:B:A	302.056
-	PSTPIP2_3_frame1	PSTPIP2_3_frame1	-	-	-	PSTPIP2_1_frame1	PSTPIP2_1_frame1	-	-	7AAM:A:B	303.146
-	PSTPIP2_3_frame1	PSTPIP2_3_frame1	-	-	-	PTPRN	PTPRN	-	-	Q99952_S0__Q9H939_S0__AFMM1:B:A	19.2493
-	CLCN2_4_frame1	CLCN2_4_frame1	-	-	-	CLCN2_3_frame1	CLCN2_3_frame1	-	-	7XF5:B:A	21.9414
-	CLCN2_4_frame1	CLCN2_4_frame1	-	-	-	CLCN2_2_frame1	CLCN2_2_frame1	-	-	7XF5:B:A	21.9414
-	CLCN2_4_frame1	CLCN2_4_frame1	-	-	-	CLCN2_4_frame1	CLCN2_4_frame1	-	-	7XF5:A:B	21.9414
-	CLCN2_4_frame1	CLCN2_4_frame1	-	-	-	CLCN2_1_frame1	CLCN2_1_frame1	-	-	7XF5:B:A	22.6455
-	RFX6	RFX6	-	-	-	RFX6	RFX6	-	-	P22670_S0__P48380_S0__AFMM1:B:A	57.606
-	NEFL_2_frame1	NEFL_2_frame1	-	-	-	KRT19	KRT19	-	-	P07197_S0__P08670_S0__AFMM5:A:B	277.494
-	NEFL_2_frame1	NEFL_2_frame1	-	-	-	KRT18	KRT18	-	-	P07197_S0__P08670_S0__AFMM5:A:B	277.657
-	NEFL_2_frame1	NEFL_2_frame1	-	-	-	KRT15	KRT15	-	-	P07197_S0__P08670_S0__AFMM5:A:B	266.048
-	NEFL_2_frame1	NEFL_2_frame1	-	-	-	KRT33B	KRT33B	-	-	P08670_S0__Q04695_S0__AFMM5:A:B	274.545
-	NEFL_2_frame1	NEFL_2_frame1	-	-	-	KRT6A_1_frame1	KRT6A_1_frame1	-	-	O95678_S0__P08670_S0__AFMM5:B:A	226.084
-	BANP_3_frame1	BANP_3_frame1	-	-	-	BANP_7_frame1	BANP_7_frame1	-	-	8HTX_AU:A:B	6.9115
-	BANP_3_frame1	BANP_3_frame1	-	-	-	BANP_3_frame1	BANP_3_frame1	-	-	8HTX_AU:A:B	6.9115
-	BANP_3_frame1	BANP_3_frame1	-	-	-	BANP_5_frame1	BANP_5_frame1	-	-	8HTX_AU:A:B	6.9115
-	BANP_3_frame1	BANP_3_frame1	-	-	-	BANP_1_frame1	BANP_1_frame1	-	-	8HTX_AU:A:B	6.9115
-	BANP_3_frame1	BANP_3_frame1	-	-	-	BANP_4_frame1	BANP_4_frame1	-	-	8HTX_AU:A:B	6.9115
-	BANP_5_frame1	BANP_5_frame1	-	-	-	BANP_7_frame1	BANP_7_frame1	-	-	8HTX_AU:A:B	6.9115
-	BANP_5_frame1	BANP_5_frame1	-	-	-	BANP_3_frame1	BANP_3_frame1	-	-	8HTX_AU:A:B	6.9115
-	BANP_5_frame1	BANP_5_frame1	-	-	-	BANP_5_frame1	BANP_5_frame1	-	-	8HTX_AU:A:B	6.9115
-	BANP_5_frame1	BANP_5_frame1	-	-	-	BANP_1_frame1	BANP_1_frame1	-	-	8HTX_AU:A:B	6.9115
-	BANP_5_frame1	BANP_5_frame1	-	-	-	BANP_4_frame1	BANP_4_frame1	-	-	8HTX_AU:A:B	6.9115
-	STK25_1_frame1	STK25_1_frame1	-	-	-	STK25_2_frame2	STK25_2_frame2	-	-	7L26_AU:A:B	199.178
-	STK25_1_frame1	STK25_1_frame1	-	-	-	STK25_1_frame1	STK25_1_frame1	-	-	7SIU:B:A	174.546
-	STK25_1_frame1	STK25_1_frame1	-	-	-	STK25_3_frame1	STK25_3_frame1	-	-	7L26_AU:A:B	194.354
-	STK25_1_frame1	STK25_1_frame1	-	-	-	CDK20_3_frame1	CDK20_3_frame1	-	-	7L26_AU:A:B	194.609
-	STK25_1_frame1	STK25_1_frame1	-	-	-	CDK20_1_frame1	CDK20_1_frame1	-	-	7L26_AU:B:A	166.949
-	LCK_1_frame1	LCK_1_frame1	-	-	-	EFS	EFS	-	-	8DGO:B:A	115.164
-	LCK_1_frame1	LCK_1_frame1	-	-	-	ARHGAP26_1_frame1	ARHGAP26_1_frame1	-	-	8DGO:A:B	61.1772
-	LCK_1_frame1	LCK_1_frame1	-	-	-	ABI2	ABI2	-	-	P46109_S0__Q07912_S0__AFMM2:B:A	42.4619
